武將编号,武將,容貌,性別,生年,登場年,仕官年,卒年,死因,相性,势力,军团,所属,所在,身份,官职,忠诚,lp12A,统率,武力,智力,政治,魅力,伤病,主义,政策,政策等级,声音,语调,lp117,配偶,義兄,血缘,父亲,母亲,世代
1217,乌桓斗将,1016,男,165,350,203,263,0,0,袁绍,袁绍,蓟,蓟,普通,无,255,,78,90,24,29,33,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,乌桓斗将,,,0
1224,鲜卑精兵,1037,男,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,78,73,48,33,38,健康,我道,强化鱼鳞,1,勇将男,勇将男,0,,,鲜卑精兵,,,0
1227,鲜卑壮兵,1037,男,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,78,90,27,29,35,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,鲜卑壮兵,,,0
1280,山越女杰,1309,女,165,350,0,263,0,0,,,,,未登场,无,0,,78,67,60,55,70,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,山越女杰,,,0
1287,南中壮兵,1014,男,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,78,91,27,30,36,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,南中壮兵,,,0
1038,田文,955,男,170,184,0,268,0,145,,,,,死亡,无,0,,78,41,89,85,94,健康,王道,经世济民,3,威严男,威严男,0,,,田因齐,,,0
1410,施媛,2097,女,170,184,0,239,0,0,,,,,死亡,无,0,,78,47,84,78,9,健康,我道,开发运输,1,勇敢女,勇敢女,255,,,施媛,,,1
1581,莱莎,5100,女,170,184,0,350,0,75,,,,,死亡,无,0,,78,80,85,62,95,健康,礼教,经世济民,2,无效,普通女,0,,,莱莎,,,1
373,周泰,90,男,171,189,199,225,0,126,刘表,刘表,柴桑,柴桑,普通,军师将军,100,,78,91,48,38,60,健康,霸道,强化方圆,4,豪杰男,豪杰男,52,,,周泰,,,1
892,李恢,203,男,175,194,194,231,0,66,刘备,张任,云南,云南,普通,议曹从事,194,,78,65,78,77,74,健康,王道,开发运输,3,威严男,威严男,0,,,李恢,,,1
575,孙瑜,379,男,177,191,191,215,0,125,孙坚,孙坚,建安,长沙,普通,建武校尉,100,,78,67,68,69,78,健康,王道,强化鹤翼,3,威严男,威严男,0,,,孙坚,孙静,,2
828,庞统,114,男,179,208,0,214,1,73,刘备,刘备,汉中,汉中,普通,侍中,100,,78,34,97,85,69,健康,霸道,上兵伐谋,2,策士男,策士男,64,,,庞统,,,1
496,全琮,249,男,183,202,202,249,0,128,严白虎,严白虎,会稽,会稽,普通,从事祭酒,100,,78,72,73,61,70,健康,霸道,军制改革,3,威严男,威严男,0,,,全琮,全柔,,2
766,马岱,26,男,183,197,197,246,0,70,马腾,马腾,安定,安定,普通,偏将军,120,,78,85,59,54,74,健康,割据,开发运输,4,勇将男,勇将男,69,,,马腾,,,2
768,马忠,223,男,187,205,0,249,0,69,,,梓潼,白水关,在野,无,0,,78,72,68,78,79,健康,割据,地势研究,4,普通男,普通男,0,,,马忠,,,1
405,蒋琬,92,男,188,207,0,246,0,78,,,零陵,零陵,未登场,无,0,,78,34,84,93,81,健康,王道,先从隗始,2,恭敬男,恭敬男,0,,,蒋琬,,,1
152,毌丘俭,172,男,202,220,0,255,1,39,,,洛阳,洛阳,未登场,无,0,,78,74,55,56,53,健康,霸道,军制改革,4,威严男,威严男,0,,,毌丘兴,毌丘兴,,2
438,诸葛诞,95,男,206,225,0,258,1,135,,,下邳,下邳,未登场,无,0,,78,71,73,75,82,健康,霸道,培养水军,4,自大男,自大男,95,,,诸葛亮,,,1
809,文鸯,165,男,222,236,0,285,0,38,,,许昌,许昌,未登场,无,0,,78,91,63,32,65,健康,我道,强化锋矢,5,豪杰男,豪杰男,91,,,文钦,文钦,,2
52,王浑,305,男,223,240,0,297,0,33,,,晋阳,晋阳,未登场,无,0,,78,76,72,74,70,健康,割据,培养水军,3,普通男,普通男,0,,,王昶,王昶,,2
260,黄祖,179,男,148,184,189,208,1,45,刘表,刘表,江陵,江陵,普通,虎威将军,100,,77,67,55,45,32,健康,我道,墨守研究,3,自大男,自大男,0,,,黄祖,,,1
826,鲍信,294,男,152,184,199,192,1,22,袁绍,袁绍,平原,平原,普通,劝学从事,100,,77,68,81,73,83,健康,王道,工法改革,4,威严男,威严男,0,,,鲍信,,,1
176,韩当,153,男,156,184,184,225,0,126,孙坚,孙坚,建安,建安,普通,偏将军,120,,77,85,59,51,68,健康,割据,强化锥行,4,普通男,普通男,0,,,韩当,,,1
281,高览,239,男,159,184,189,201,1,27,袁绍,袁绍,平原,平原,普通,建武校尉,100,,77,82,68,55,62,健康,霸道,强化锥行,4,普通男,普通男,0,,,高览,,,1
325,蔡瑁,87,男,160,184,189,208,1,36,刘表,刘表,柴桑,柴桑,普通,议曹从事,100,,77,68,77,74,59,健康,名利,培养水军,4,自大男,自大男,0,,,蔡瑁,,,1
1230,鲜卑女将,1306,女,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,77,68,59,55,70,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,鲜卑女将,,,0
1236,鲜卑骁将,1037,男,165,350,0,263,0,0,,,,,未登场,无,0,,77,80,15,33,57,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,鲜卑骁将,,,0
1250,羌族女将,1307,女,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,77,64,63,58,70,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,羌族女将,,,0
1260,羌族女杰,1307,女,165,350,0,263,0,0,,,,,未登场,无,0,,77,65,62,56,69,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,羌族女杰,,,0
1290,南中女将,1308,女,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,77,64,62,54,71,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,南中女将,,,0
1296,南中骁将,1014,男,165,350,0,263,0,0,,,,,未登场,无,0,,77,82,14,38,57,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,南中骁将,,,0
250,黄权,156,男,167,186,190,240,0,56,刘备,刘备,汉中,汉中,普通,太史令,195,,77,61,86,80,82,健康,王道,开发设施,4,威严男,威严男,0,,,黄权,,,1
141,轲比能,692,男,172,191,191,235,1,59,张杨,张杨,晋阳,晋阳,普通,破贼校尉,100,,77,72,51,57,66,健康,霸道,强化锥行,3,恭敬男,恭敬男,0,,,轲比能,,,1
505,曹休,97,男,174,189,189,228,0,26,曹操,曹操,小沛,曹休,普通,无,117,,77,74,62,56,69,健康,霸道,强化雁行,4,自大男,自大男,0,,,曹操,,,2
913,李典,167,男,174,189,202,216,0,22,董卓,董卓,长安,李典,普通,安南将军,100,,77,77,79,74,62,健康,割据,开发设施,3,勇将男,勇将男,0,,,李典,,,1
579,孙礼,380,男,180,204,204,250,0,20,袁绍,袁绍,平原,平原,普通,偏将军,100,,77,81,65,74,73,健康,霸道,墨守研究,4,普通男,普通男,0,,,孙礼,,,1
555,孙皎,711,男,181,200,200,219,0,126,孙坚,孙坚,南海,南海,普通,书佐,100,,77,67,65,71,72,健康,霸道,开发运输,3,豪杰男,豪杰男,0,,,孙坚,孙静,,2
183,关平,18,男,186,200,200,219,1,75,刘备,刘备,永安,永安,普通,军师将军,100,,77,82,68,60,76,健康,王道,强化鹤翼,4,勇将男,勇将男,68,,,关羽,关羽,,2
923,柳隠,1283,男,189,208,0,268,0,73,,,成都,成都,未登场,无,0,,77,74,68,43,64,健康,霸道,扩张城墙,3,勇将男,勇将男,0,,,柳隠,,,1
974,凌统,122,男,189,203,203,237,0,127,张超,张超,寿春,寿春,普通,军师将军,100,,77,89,58,40,70,健康,霸道,强化锥行,4,粗鲁男,粗鲁男,56,,,凌操,凌操,,2
298,胡遵,240,男,200,219,0,256,0,20,,,安定,安定,未登场,无,0,,77,73,52,50,63,健康,王道,强化兵器,3,普通男,普通男,0,,,胡遵,,,1
425,钟离牧,707,男,214,233,0,269,0,121,,,庐江,庐江,未登场,无,0,,77,71,72,65,69,健康,割据,地势研究,3,勇将男,勇将男,0,,,钟离牧,,,1
952,刘备,36,男,161,184,184,223,0,75,刘备,刘备,汉中,汉中,君主,无,250,,76,73,74,78,100,健康,王道,经世济民,3,刘备,普通男,18,,刘备,刘备,,,1
525,臧霸,261,男,165,184,187,231,0,17,陶谦,陶谦,下邳,下邳,普通,偏将军,100,,76,75,53,56,70,健康,霸道,军制改革,4,勇将男,勇将男,0,,,臧霸,,,1
1245,羌族强兵,1022,男,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,76,80,13,37,55,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,羌族强兵,,,0
514,曹纯,368,男,170,189,189,210,0,25,曹操,曹操,函谷关,函谷关,太守,无,120,,76,71,62,40,73,健康,割据,强化锥行,4,勇将男,勇将男,0,,,曹操,,,1
1039,赵胜,956,男,170,184,0,268,0,105,,,,,死亡,无,0,,76,59,80,78,82,健康,名利,工法改革,6,普通男,普通男,0,,,赵雍,,,0
684,陈到,502,男,171,194,194,237,0,72,刘备,刘备,永安,永安,普通,讨逆将军,255,,76,72,65,51,67,健康,割据,工法改革,3,勇将男,勇将男,0,,,陈到,,,1
89,贾逵,196,男,177,199,199,231,0,29,董卓,张绣,天水,西城,普通,太子太傅,100,,76,61,84,85,76,健康,王道,扩张城墙,4,恭敬男,恭敬男,0,,,贾逵,,,1
781,潘璋,224,男,177,196,200,222,1,129,陶谦,陶谦,下邳,下邳,普通,牙门将军,100,,76,80,70,28,7,健康,我道,侵略荒废,4,粗鲁男,粗鲁男,0,,,潘璋,,,1
99,霍峻,311,男,178,197,197,217,0,67,刘备,刘备,永安,永安,普通,奋武校尉,253,,76,65,72,63,70,健康,王道,墨守研究,3,恭敬男,恭敬男,0,,,霍峻,,,1
855,雍闿,439,男,181,200,203,225,1,52,刘备,张任,云南,云南,普通,虎威将军,100,,76,75,60,56,62,健康,我道,军制改革,3,自大男,自大男,0,,,雍闿,,,1
553,孙权,64,男,182,196,196,252,0,125,孙坚,孙坚,南海,南海,太守,师友从事,100,,76,67,80,89,95,健康,割据,先从隗始,3,孙权,自大男,21,,,孙坚,孙坚,,2
889,骆统,445,男,193,207,0,228,0,122,,,会稽,会稽,未登场,无,0,,76,57,73,76,74,健康,礼教,扩张城墙,3,恭敬男,恭敬男,0,,,骆统,,,1
161,关兴,81,男,199,213,0,234,0,75,,,洛阳,洛阳,未登场,无,0,,76,86,63,58,74,健康,王道,强化雁行,4,勇将男,勇将男,70,,,关羽,关羽,,2
348,司马昭,89,男,211,225,0,265,0,31,,,洛阳,洛阳,未登场,无,0,,76,57,87,90,82,健康,霸道,火计研究,4,威严男,威严男,94,,,司马懿,司马懿,张春华,2
598,张英,385,男,154,184,199,195,1,11,刘表,刘表,新野,新野,普通,破虏将军,100,,75,72,40,35,51,健康,割据,工法改革,3,普通男,普通男,0,,,张英,,,1
258,侯成,328,男,158,184,191,199,0,147,马腾,马腾,安定,安定,普通,记室,100,,75,74,67,55,60,健康,割据,强化鹤翼,3,勇将男,勇将男,0,,,侯成,,,1
367,周昂,706,男,162,184,190,196,1,115,袁绍,袁绍,南皮,南皮,普通,无,100,,75,65,65,53,60,健康,割据,强化雁行,3,普通男,普通男,0,,,周昕,,,1
973,凌操,291,男,165,184,199,203,1,127,张超,张超,寿春,寿春,普通,讨逆将军,100,,75,81,42,35,54,健康,霸道,强化锋矢,4,豪杰男,豪杰男,0,,,凌操,,,1
1205,乌桓强兵,1016,男,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,75,81,15,35,58,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,乌桓强兵,,,0
1207,乌桓壮兵,1016,男,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,75,91,23,29,35,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,乌桓壮兵,,,0
1210,乌桓女将,1305,女,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,75,65,58,57,68,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,乌桓女将,,,0
1220,乌桓女杰,1305,女,165,350,0,263,0,0,,,,,未登场,无,0,,75,66,60,56,73,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,乌桓女杰,,,0
1225,鲜卑强兵,1037,男,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,75,80,15,33,58,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,鲜卑强兵,,,0
1237,鲜卑斗将,1037,男,165,350,190,263,0,0,张杨,张杨,壶关,壶关,普通,无,255,,75,90,27,32,38,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,鲜卑斗将,,,0
1256,羌族骁将,1022,男,165,350,0,263,0,0,,,,,未登场,无,0,,75,79,15,33,56,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,羌族骁将,,,0
1257,羌族斗将,1022,男,165,350,204,263,0,0,马腾,马腾,安定,安定,普通,无,255,,75,88,26,30,36,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,羌族斗将,,,0
1267,山越壮兵,1020,男,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,75,88,23,28,37,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,山越壮兵,,,0
1270,山越女将,1309,女,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,75,63,59,53,71,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,山越女将,,,0
1277,山越斗将,1020,男,165,350,0,263,0,0,,,,,未登场,无,0,,75,91,25,30,35,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,山越斗将,,,0
849,孟达,115,男,172,191,195,228,1,44,马腾,马腾,安定,安定,普通,师友从事,100,,75,73,74,68,55,健康,我道,墨守研究,4,自大男,自大男,0,,,孟达,,,1
432,诸葛瑾,46,男,174,195,196,241,0,121,袁绍,袁绍,平原,平原,普通,治中从事,100,,75,34,81,89,90,健康,割据,地势研究,5,恭敬男,恭敬男,57,,,诸葛亮,,,1
686,陈武,221,男,176,195,195,215,1,124,张超,张超,寿春,寿春,普通,破虏将军,100,,75,86,43,40,63,健康,霸道,培养水军,4,豪杰男,豪杰男,0,,,陈武,,,1
838,步骘,226,男,177,196,196,247,0,121,张超,张超,吴,吴,普通,议曹从事,100,,75,51,84,86,71,健康,礼教,强化兵器,4,威严男,威严男,0,,,步骘,,,1
634,张承,556,男,178,197,197,244,0,124,陶谦,陶谦,下邳,下邳,普通,裨将军,100,,75,69,75,70,72,健康,王道,兵站改革,3,勇将男,勇将男,0,,,张昭,张昭,,2
935,留賛,557,男,183,202,202,255,1,129,严白虎,严白虎,会稽,会稽,普通,牙门将军,100,,75,77,65,56,66,健康,霸道,培养水军,3,粗鲁男,粗鲁男,0,,,留賛,,,1
662,张翼,202,男,188,207,0,264,1,68,,,成都,成都,未登场,无,0,,75,74,72,72,70,健康,割据,开发设施,3,勇将男,勇将男,0,,,张翼,,,1
959,刘封,194,男,188,206,0,220,1,75,,,长沙,长沙,未登场,无,0,,75,79,44,50,76,健康,霸道,军制改革,4,勇将男,勇将男,0,,,刘备,刘备,,1
382,朱据,513,男,194,209,0,250,1,128,,,吴,吴,未登场,无,0,,75,57,72,70,71,健康,王道,工法改革,3,恭敬男,恭敬男,0,,,朱桓,,,1
658,张苞,103,男,198,212,0,229,1,75,,,蓟,蓟,未登场,无,0,,75,87,48,46,67,健康,我道,强化锋矢,4,豪杰男,豪杰男,71,,,张飞,张飞,,2
501,曹叡,59,男,205,219,0,239,0,25,,,许昌,许昌,未登场,无,0,,75,52,82,82,90,健康,霸道,军制改革,4,自大男,自大男,0,,,曹操,曹丕,甄氏,3
624,赵氏贞,1222,女,225,239,0,248,1,148,,,交趾,交趾,未登场,无,0,,75,80,31,20,72,健康,割据,强化长蛇,3,勇敢女,勇敢女,0,,,赵氏贞,,,1
660,张曼成,713,男,143,184,190,184,1,7,曹操,曹操,濮阳,濮阳,普通,建武校尉,100,,74,81,47,39,57,健康,我道,军制改革,4,豪杰男,豪杰男,0,,,张曼成,,,1
395,淳于琼,293,男,146,184,189,200,1,95,袁绍,袁绍,南皮,南皮,太守,无,100,,74,67,29,28,33,健康,我道,兵站改革,3,自大男,自大男,0,,,淳于琼,,,1
261,公孙越,329,男,160,184,200,191,1,65,袁绍,袁绍,平原,平原,普通,破贼校尉,100,,74,71,48,53,66,健康,割据,开发设施,3,普通男,普通男,0,,,公孙瓒,,,1
490,鲜于辅,1197,男,161,188,204,229,0,96,韩馥,韩馥,邺,邺,普通,从事祭酒,100,,74,69,65,70,72,健康,霸道,三令五申,4,普通男,普通男,0,,,鲜于辅,,,1
1240,鲜卑女杰,1306,女,165,350,0,263,0,0,,,,,未登场,无,0,,74,63,61,53,70,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,鲜卑女杰,,,0
1265,山越强兵,1020,男,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,74,79,18,33,57,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,山越强兵,,,0
1276,山越骁将,1020,男,165,350,0,263,0,0,,,,,未登场,无,0,,74,82,16,33,55,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,山越骁将,,,0
1297,南中斗将,1014,男,165,350,200,263,0,0,,,云南,建宁,未登场,无,255,,74,93,27,30,38,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,南中斗将,,,0
248,高干,325,男,168,187,189,206,1,101,袁绍,袁绍,蓟,蓟,普通,无,100,,74,59,53,60,66,健康,割据,工法改革,3,普通男,普通男,0,,,高干,,,2
608,张既,391,男,170,189,199,223,0,21,董卓,董卓,长安,长安,普通,将作大匠,100,,74,35,75,88,85,健康,割据,开发设施,4,恭敬男,恭敬男,0,,,张既,,,1
968,廖化,121,男,170,184,190,264,1,74,孔伷,孔伷,汝南,廖化,普通,牙门将军,100,,74,77,62,54,65,健康,王道,强化长蛇,3,普通男,普通男,0,,,廖化,,,1
310,吴班,180,男,171,190,190,234,1,72,刘备,刘备,汉中,汉中,普通,裨将军,195,,74,71,56,48,67,健康,割据,强化鹤翼,3,普通男,普通男,0,,,吴匡,吴匡,,2
77,王凌,620,男,172,191,191,251,1,34,张杨,张杨,晋阳,晋阳,普通,无,100,,74,64,71,83,73,健康,霸道,强化鹤翼,4,自大男,自大男,0,,,王允,,,2
597,张卫,383,男,172,191,191,215,1,15,张鲁,张鲁,上庸,上庸,普通,劝学从事,100,,74,68,48,44,66,健康,霸道,三令五申,3,威严男,威严男,0,,,张鲁,,,1
510,曹昂,187,男,175,189,189,197,1,25,曹操,曹操,小沛,曹昂,普通,无,120,,74,65,66,68,77,健康,霸道,军制改革,4,恭敬男,恭敬男,0,,,曹操,曹操,,2
307,兀突骨,134,男,186,217,0,225,1,51,,,云南,云南,未登场,无,0,,74,86,1,3,20,健康,我道,强化方圆,4,粗鲁男,粗鲁男,0,,,兀突骨,,,1
68,王昶,308,男,188,207,0,259,0,33,,,晋阳,晋阳,未登场,无,0,,74,64,79,80,75,健康,王道,扩张城墙,4,威严男,威严男,0,,,王昶,,,1
383,祝融,137,女,193,214,0,246,0,60,,,云南,云南,未登场,无,0,,74,85,29,23,69,健康,我道,火计研究,4,勇敢女,勇敢女,87,,,祝融,,,1
276,句扶,1150,男,195,219,0,252,0,69,,,梓潼,梓潼,未登场,无,0,,74,72,67,53,60,健康,割据,军制改革,3,普通男,普通男,0,,,句扶,,,1
419,向宠,184,男,195,214,0,240,1,79,,,襄阳,襄阳,未登场,无,0,,74,61,76,67,71,健康,割据,墨守研究,3,恭敬男,恭敬男,0,,,向宠,,,2
616,张虎,390,男,195,209,0,240,0,23,,,晋阳,晋阳,未登场,无,0,,74,73,44,34,59,健康,霸道,强化鱼鳞,3,普通男,普通男,0,,,张辽,张辽,,2
810,文钦,225,男,200,217,0,258,1,38,,,许昌,许昌,未登场,无,0,,74,83,43,33,20,健康,我道,强化鹤翼,4,豪杰男,豪杰男,0,,,文钦,,,1
316,胡烈,625,男,225,239,0,272,0,30,,,安定,安定,未登场,无,0,,74,68,72,65,67,健康,王道,火计研究,3,豪杰男,豪杰男,0,,,胡遵,胡遵,,2
290,吾彦,472,男,235,253,0,297,0,128,,,建业,建业,未登场,无,0,,74,72,77,69,66,健康,王道,培养水军,3,威严男,威严男,0,,,吾彦,,,1
283,胡渊,624,男,247,261,0,301,1,30,,,安定,安定,未登场,无,0,,74,71,65,46,69,健康,王道,强化鱼鳞,3,勇将男,勇将男,0,,,胡遵,胡烈,,3
472,邹靖,514,男,144,184,203,193,0,71,韩馥,韩馥,邺,邺,普通,虎威将军,100,,73,66,66,56,68,健康,割据,军制改革,3,普通男,普通男,0,,,邹靖,,,1
402,荀攸,157,男,157,184,189,214,1,22,董卓,董卓,长安,长安,普通,执金吾,100,,73,26,95,89,86,健康,王道,火计研究,5,恭敬男,恭敬男,40,,,荀彧,,,3
269,公孙范,508,男,158,184,200,199,0,65,袁绍,袁绍,北平,北平,普通,无,100,,73,68,63,61,62,健康,割据,扩张城墙,3,普通男,普通男,0,,,公孙瓒,,,1
30,阎行,686,男,159,184,184,222,0,36,马腾,马腾,安定,安定,普通,牙门将军,100,,73,84,61,58,60,健康,霸道,强化锥行,3,豪杰男,豪杰男,0,,,阎行,,,1
595,张允,290,男,163,187,189,208,0,36,刘表,刘表,江陵,江陵,普通,偏将军,100,,73,69,42,56,49,健康,霸道,培养水军,3,策士男,策士男,0,,,张允,,,1
751,杜袭,866,男,164,184,197,237,0,29,曹操,曹操,许昌,许昌,普通,无,100,,73,58,77,71,64,健康,王道,地势研究,3,恭敬男,恭敬男,0,,,杜袭,,,1
928,刘璝,544,男,165,189,189,214,1,55,刘备,张任,云南,云南,普通,破贼校尉,193,,73,72,66,44,63,健康,割据,强化长蛇,3,豪杰男,豪杰男,0,,,刘璝,,,1
1247,羌族壮兵,1022,男,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,73,88,23,32,36,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,羌族壮兵,,,0
1285,南中强兵,1014,男,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,73,80,17,37,53,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,南中强兵,,,0
1300,南中女杰,1308,女,165,350,0,263,0,0,,,,,未登场,无,0,,73,63,62,55,72,健康,我道,强化鱼鳞,1,妖艳女,妖艳女,0,,,南中女杰,,,0
1585,安佩尔,5104,男,165,184,0,350,0,75,,,,,死亡,无,0,,73,61,97,89,80,健康,名利,上兵伐谋,3,无效,策士男,0,,,安佩尔,,,1
474,成宜,362,男,168,184,184,211,1,69,马腾,马腾,安定,安定,普通,灭贼校尉,100,,73,71,40,45,52,健康,割据,强化锥行,3,威严男,威严男,0,,,成宜,,,1
911,李通,658,男,168,187,199,211,1,22,孔伷,孔伷,汝南,汝南,普通,虎威将军,100,,73,81,57,63,65,健康,霸道,强化锥行,4,粗鲁男,粗鲁男,0,,,李通,,,1
986,吕范,233,男,169,188,199,228,0,123,孔伷,孔伷,汝南,汝南,普通,劝学从事,100,,73,60,74,74,68,健康,名利,培养水军,3,恭敬男,恭敬男,0,,,吕范,,,1
264,公孙康,330,男,172,186,189,210,0,142,公孙度,公孙度,襄平,襄平,普通,主簿,120,,73,66,65,64,57,健康,割据,区域振兴,3,自大男,自大男,0,,,公孙度,公孙度,,2
475,成公英,710,男,172,189,189,220,0,36,马腾,马腾,安定,安定,普通,劝学从事,100,,73,70,80,62,68,健康,霸道,墨守研究,4,恭敬男,恭敬男,0,,,成公英,,,1
536,苏则,1204,男,176,195,195,223,0,20,董卓,董卓,长安,苏则,普通,治中从事,100,,73,52,71,81,66,健康,王道,户籍整理,4,恭敬男,恭敬男,0,,,苏则,,,1
729,邓芝,190,男,182,201,201,251,0,73,刘表,刘表,新野,新野,太守,治中从事,100,,73,52,79,85,88,健康,割据,纵横术,4,恭敬男,恭敬男,0,,,邓芝,,,1
