序号,姓名,势力,军团,所属,所在,身分,官职,忠诚,功绩,统御,武力,智力,政治,魅力,五围和,体力,头像,性别,登场年,出生年,死亡年,死因,血缘,父亲,母亲,配偶,义兄弟,世代,相性,亲近武将,亲近武将,亲近武将,亲近武将,亲近武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,登场预定君主,枪兵适性,戟兵适性,弩兵适性,骑兵适性,兵器适性,水军适性,枪兵经验,戟兵经验,弩兵经验,骑兵经验,兵器经验,水军经验,统率经验,武力经验,智力经验,政治经验,魅力经验,统御变动,武力变动,智力变动,政治变动,魅力变动,出身地,特技,舌战得意话题,义理,野望,起用,性格,音声,口调,汉室,战略倾向,地元执着,すけるとん,头盔,面部,上身,披风,护腕,下身,箭袋,パーツ,武器·左,武器·右,马,头像变更年龄,lp124,任务,任务对象,lp140_1,lp140_2,lp140_3,lp140_4,lp140_5,留守Counter,伤病,旧势力,仕官禁止君主,仕官禁止期间,捕虏月数Counter,年初功绩
50,吴起,,,邺,邺,未发现,,0,0,117,69,112,104,65,467,100,1244,男,150,130,229,不自然死,50,,,,,1,0,,,,,,,,,,,,Ｓ+10%,Ｓ+10%,Ｓ,Ａ,Ｓ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,时节,普通,较高,能力,刚胆,刚胆,威严,无视,中华统一,漫不经心,0,94,93,93,94,94,94,255,255,255,255,255,255,184,,,,,,,,0,健康,,,0,0,0
51,庞涓,晋重耳,晋重耳,邺,邺,一般,,120,2000,80,72,69,48,39,308,100,1245,男,150,130,229,不自然死,51,,,,,1,16,,,,,,孙膑,,,,,,Ｂ,Ａ,Ａ,Ｂ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,扫荡,道理,普通,较高,实绩,猪突,莽撞,普通,普通,地方统一,临机应变,0,3,75,103,112,102,103,255,255,255,255,255,255,664,,,,,,,,0,健康,,,0,0,0
52,惠施,,,邺,邺,未发现,,0,0,37,29,83,83,82,314,100,1246,男,150,130,229,自然死,52,,,,,1,16,庄周,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,道理,普通,普通,名声,小心,小心,威严,普通,现状维持,临机应变,0,5,88,89,255,89,89,255,255,255,255,255,255,248,,,,,,,,0,健康,,,0,0,0
53,韩厥,晋重耳,晋重耳,邺,邺,一般,,120,2000,59,68,74,76,85,362,100,1247,男,150,130,229,自然死,53,,,,,1,19,赵盾,荀罃,,,,,,,,,,Ｃ,Ａ,Ｂ,Ｂ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,规律,时节,情理坚定,普通,名声,小心,小心,殷勤,普通,州统一,重视,0,43,74,102,76,102,102,255,255,255,255,255,255,736,,,,,,,,0,健康,,,0,0,0
54,申不害,晋重耳,晋重耳,邺,邺,一般,,120,2000,45,47,76,98,61,327,100,1248,男,150,130,229,自然死,54,,,,,1,17,,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,道理,情理坚定,普通,能力,冷静,冷静,普通,普通,州统一,临机应变,0,43,79,80,255,80,80,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
55,韩非,晋重耳,晋重耳,邺,邺,一般,,120,2000,51,49,78,102,70,350,100,1249,男,195,175,274,不自然死,53,,,,,4,19,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,精妙,道理,情理坚定,较低,名声,小心,小心,丁宁,普通,现状维持,临机应变,0,5,75,106,255,106,106,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
56,庄周,,,邺,邺,未发现,,0,0,15,38,84,66,75,278,100,1250,男,150,130,229,自然死,56,,,,,1,24,惠施,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,故事,情理坚定,低,名声,小心,小心,豪放,普通,州统一,漫不经心,0,83,84,89,255,89,1,255,255,255,255,255,255,120,,,,,,,,0,健康,,,0,0,0
57,秦任好,秦任好,秦任好,长安,长安,君主,,120,2000,74,65,77,81,92,389,100,1251,男,150,130,229,自然死,57,,,,,1,0,由余,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,亲羌,道理,普通,较高,任意,冷静,冷静,威严,普通,地方统一,重视,0,68,80,49,255,49,70,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
58,百里奚,秦任好,秦任好,长安,长安,一般,,120,2000,41,35,85,91,88,340,100,1252,男,150,130,229,自然死,58,,,,,1,1,蹇叔,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,能吏,道理,情理坚定,较低,能力,小心,小心,丁宁,普通,地方统一,临机应变,0,116,61,116,255,116,116,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
59,蹇叔,秦任好,秦任好,长安,长安,一般,,120,2000,34,26,88,87,81,316,100,1253,男,150,130,229,自然死,59,,,,,1,1,百里奚,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,司隶,规律,时节,情理坚定,普通,能力,冷静,冷静,丁宁,普通,中华统一,临机应变,0,30,44,107,255,98,98,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
60,贾诩,,,许昌,许昌,未发现,,0,0,56,50,94,78,57,335,100,42,男,150,130,229,自然死,60,,,,,1,20,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,道理,普通,普通,能力,冷静,冷静,丁宁,普通,中华统一,漫不经心,0,49,43,44,43,44,44,255,255,255,255,255,255,248,,,,,,,,0,健康,,,0,0,0
61,秦渠梁,秦任好,秦任好,长安,长安,一般,,120,2000,52,56,74,83,86,351,100,1254,男,195,175,274,自然死,57,,,,,4,0,,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｂ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,道理,情理坚定,较高,任意,刚胆,刚胆,尊大,普通,中华统一,重视,0,5,3,70,255,70,5,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
62,商鞅,秦任好,秦任好,长安,长安,一般,,120,2000,64,57,81,118,44,364,100,1255,男,150,130,229,不自然死,62,,,,,1,4,,,,,,,,,,,,Ｃ,Ｂ,Ｂ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,时节,普通,较高,能力,刚胆,刚胆,尊大,普通,中华统一,临机应变,0,89,88,89,255,89,89,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
63,郭嘉,曹操,曹操,许昌,许昌,一般,,120,2000,26,15,92,68,62,263,100,43,男,150,130,229,自然死,63,,,,,1,25,曹操,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,奇谋,道理,情理坚定,普通,能力,冷静,冷静,丁宁,普通,中华统一,重视,0,39,39,39,255,39,39,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
64,樗里疾,秦任好,秦任好,长安,长安,一般,,120,2000,88,69,93,72,68,390,100,1256,男,210,190,289,自然死,57,秦渠梁,,,,5,0,,,,,,,,,,,,Ｂ,Ａ,Ｓ,Ａ,Ｓ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,百出,故事,情理坚定,普通,能力,冷静,冷静,丁宁,普通,中华统一,重视,0,39,79,98,255,98,98,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
65,甘茂,,,长安,长安,未发现,,0,0,68,60,78,74,71,351,100,1257,男,150,130,229,自然死,65,,,,,1,3,,,,,,,,,,,,Ｂ,Ｂ,Ｂ,Ｃ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,故事,普通,普通,能力,刚胆,刚胆,谦逊,普通,地方统一,漫不经心,0,43,12,102,85,102,103,255,255,255,255,255,255,208,,,,,,,,0,健康,,,0,0,0
66,张仪,,,长安,长安,未发现,,0,0,62,50,95,82,55,344,100,1258,男,150,130,229,自然死,66,,,,,1,149,昭雎,,,,,公孙衍,昭阳,,,,,Ｃ,Ａ,Ｂ,Ｃ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,连环,道理,普通,普通,任意,冷静,冷静,殷勤,普通,地方统一,临机应变,0,39,47,80,255,80,80,255,255,255,255,255,255,248,,,,,,,,0,健康,,,0,0,0
67,公孙衍,晋重耳,晋重耳,邺,邺,一般,,120,2000,68,44,89,87,60,348,100,1259,男,150,130,229,自然死,67,,,,,1,16,,,,,,张仪,,,,,,Ｃ,Ａ,Ａ,Ｃ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,论客,道理,普通,普通,能力,刚胆,刚胆,普通,普通,地方统一,临机应变,0,112,79,89,255,89,89,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
68,魏冉,秦任好,秦任好,长安,长安,一般,,120,2000,83,66,76,78,51,354,100,1260,男,150,131,229,自然死,68,,,,,1,149,白起,,,,,,,,,,,Ｂ,Ａ,Ａ,Ｂ,Ｓ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,富豪,道理,普通,普通,名声,猪突,莽撞,尊大,普通,地方统一,漫不经心,0,43,75,88,255,124,124,255,255,255,255,255,255,688,,,,,,,,0,健康,,,0,0,0
69,乐进,曹操,曹操,许昌,许昌,一般,,120,2000,76,88,48,42,55,309,100,78,男,150,130,229,自然死,69,,,,,1,22,,,,,,,,,,,,Ａ,Ｂ,Ｃ,Ｂ,Ｓ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,攻城,道理,情理坚定,较低,实绩,刚胆,刚胆,普通,普通,地方统一,临机应变,0,102,103,103,76,76,103,255,255,255,255,255,255,712,,,,,,,,0,健康,,,0,0,0
70,范雎,,,长安,长安,未发现,,0,0,44,30,92,85,57,308,100,1261,男,150,130,229,自然死,70,,,,,1,4,,,,,,白起,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,诡计,道理,普通,较高,能力,冷静,冷静,丁宁,普通,中华统一,临机应变,0,74,79,107,255,98,98,255,255,255,255,255,255,216,,,,,,,,0,健康,,,0,0,0
71,白起,秦任好,秦任好,长安,长安,一般,,120,2000,113,83,85,22,45,348,100,1262,男,150,130,229,不自然死,71,,,,,1,1,魏冉,,,,,,,,,,,Ｓ+20%,Ｓ,Ｓ+10%,Ａ,Ｓ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,故事,情理坚定,较高,实绩,刚胆,刚胆,豪放,普通,中华统一,临机应变,0,26,38,94,94,94,6,255,255,255,255,255,255,648,,,,,,,,0,健康,,,0,0,0
72,王翦,秦任好,秦任好,长安,长安,一般,,120,2000,98,73,78,64,58,371,100,1263,男,150,130,229,自然死,72,,,,,1,1,,,,,,,,,,,,Ａ,Ｓ,Ｓ+20%,Ａ,Ｓ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,弓神,故事,情理坚定,普通,实绩,刚胆,刚胆,谦逊,普通,中华统一,临机应变,0,18,44,112,76,112,112,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
73,嬴政,秦任好,秦任好,长安,长安,一般,,120,2000,63,74,86,110,67,400,100,1264,男,270,250,349,自然死,57,,,,,9,0,蒙恬,李斯,,,,,,,,,,Ｃ,Ｂ,Ａ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,威压,道理,普通,高,任意,刚胆,刚胆,威严,无视,中华统一,临机应变,0,70,12,70,255,70,70,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
74,吕不韦,秦任好,秦任好,长安,长安,一般,,120,2000,25,40,84,76,80,305,100,1265,男,150,130,229,不自然死,74,,,,,1,2,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,故事,普通,高,名声,冷静,冷静,殷勤,无视,现状维持,漫不经心,0,5,89,124,255,124,124,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
75,李斯,秦任好,秦任好,长安,长安,一般,,120,2000,22,36,82,97,48,285,100,1266,男,150,130,229,不自然死,75,,,,,1,147,嬴政,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,时节,无情义,较高,能力,冷静,冷静,普通,无视,中华统一,临机应变,0,43,79,80,255,116,116,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
76,蒙骜,秦任好,秦任好,长安,长安,一般,,120,2000,82,80,55,41,54,312,100,1267,男,150,130,229,自然死,76,,,,,1,2,,,,,,,,,,,,Ａ,Ｂ,Ａ,Ｂ,Ｓ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,攻城,道理,情理坚定,普通,实绩,猪突,莽撞,普通,普通,中华统一,临机应变,0,35,63,103,112,4,4,255,255,255,255,255,255,672,,,,,,,,0,健康,,,0,0,0
77,蒙恬,秦任好,秦任好,长安,长安,一般,,120,2000,90,78,68,70,75,381,100,1268,男,180,160,259,不自然死,76,,,,,3,2,嬴政,,,,,,,,,,,Ａ,Ａ,Ｓ,Ｓ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,築城,道理,不会背叛,较低,能力,冷静,冷静,丁宁,普通,中华统一,临机应变,0,76,55,74,94,93,71,255,255,255,255,255,255,608,,,,,,,,0,健康,,,0,0,0
78,夏侯渊,曹操,曹操,许昌,许昌,一般,,120,2000,82,82,48,43,51,306,100,6,男,210,190,289,不自然死,148,,,,,5,24,曹操,,,,,,,,,,,Ｂ,Ｂ,Ｓ,Ｓ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,突袭,故事,情理坚定,普通,实绩,猪突,莽撞,豪放,普通,中华统一,临机应变,0,85,23,23,255,23,23,20,255,255,255,255,255,712,,,,,,,,0,健康,,,0,0,0
79,王贲,秦任好,秦任好,长安,长安,一般,,120,2000,82,79,63,46,46,316,100,1269,男,165,145,244,不自然死,72,王翦,,,,2,1,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,道理,情理坚定,较低,名声,冷静,冷静,普通,普通,中华统一,临机应变,0,76,55,102,112,103,103,255,255,255,255,255,255,576,,,,,,,,0,健康,,,0,0,0
80,李信,,,长安,长安,未发现,,0,0,74,81,44,39,38,276,100,1270,男,150,130,229,自然死,80,,,,,1,149,,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,长驱,时节,普通,普通,实绩,猪突,莽撞,普通,普通,中华统一,漫不经心,0,20,24,102,76,102,103,255,255,255,255,255,255,128,,,,,,,,0,健康,,,0,0,0
81,尉缭,,,长安,长安,未发现,,0,0,78,46,91,77,64,356,100,1271,男,150,130,229,自然死,81,,,,,1,3,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,指导,道理,普通,普通,能力,冷静,冷静,普通,普通,中华统一,临机应变,0,21,71,94,112,93,93,255,255,255,255,255,255,96,,,,,,,,0,健康,,,0,0,0
82,章邯,秦任好,秦任好,长安,长安,一般,,120,2000,81,75,59,52,54,321,100,1272,男,150,130,229,不自然死,82,,,,,1,146,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ａ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,扫荡,道理,普通,高,实绩,刚胆,刚胆,普通,普通,中华统一,重视,0,43,38,30,94,30,6,255,255,255,255,255,255,520,,,,,,,,0,健康,,,0,0,0
83,甘罗,,,长安,长安,未发现,,0,0,10,10,84,69,70,243,100,1273,男,180,160,259,不自然死,65,,,,,3,2,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,时节,普通,普通,能力,冷静,冷静,普通,普通,中华统一,临机应变,0,79,11,79,255,79,79,255,255,255,255,255,255,80,,,,,,,,0,健康,,,0,0,0
84,司马错,秦任好,秦任好,长安,长安,一般,,120,2000,86,63,79,71,60,359,100,1274,男,150,130,229,自然死,84,,,,,1,149,,,,,,,,,,,,Ｂ,Ａ,Ａ,Ｃ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,踏破,故事,情理坚定,普通,实绩,冷静,冷静,普通,普通,地方统一,重视,0,85,80,88,3,88,88,255,255,255,255,255,255,712,,,,,,,,0,健康,,,0,0,0
85,夏侯惇,曹操,曹操,许昌,许昌,一般,,120,2000,75,84,56,69,67,351,100,1007,男,210,190,289,自然死,148,,,,,5,24,曹操,,,,,,,,,,,Ａ,Ｂ,Ｃ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,屯田,故事,情理坚定,普通,能力,刚胆,刚胆,豪放,普通,中华统一,临机应变,0,59,59,59,59,59,59,59,59,255,1,255,40,712,,,,,,,,0,健康,,,0,0,0
86,楚熊侣,楚熊侣,楚熊侣,江陵,江陵,君主,,120,2000,81,72,83,90,93,419,100,1275,男,150,130,229,自然死,86,,,,,1,100,,,,,,,,,,,,Ａ,Ｓ,Ａ,Ｃ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,威压,故事,普通,高,任意,冷静,冷静,威严,无视,中华统一,临机应变,0,68,38,70,255,70,70,255,255,255,255,255,255,568,,,,,,,,0,健康,,,0,0,0
87,令尹子文,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,60,45,93,88,96,382,100,1276,男,150,130,229,自然死,87,,,,,1,101,,,,,,,,,,,,Ｂ,Ｃ,Ｂ,Ｂ,Ｃ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,,道理,不会背叛,较低,义理,小心,小心,丁宁,普通,地方统一,重视,0,65,44,89,255,89,89,255,255,255,255,255,255,608,,,,,,,,0,健康,,,0,0,0
88,慎到,齐小白,齐小白,临淄,临淄,一般,,120,2000,29,39,77,83,69,297,100,1225,男,150,130,229,自然死,88,,,,,1,63,田骈,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,,道理,普通,普通,能力,小心,小心,普通,普通,地方统一,漫不经心,0,101,102,115,255,115,115,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
89,桓石虔,,,寿春,寿春,未发现,,0,0,74,94,54,52,65,339,100,1868,男,165,145,244,自然死,230,,,,,2,26,,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ｂ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,血路,道理,情理坚定,普通,实绩,刚胆,刚胆,普通,普通,地方统一,重视,0,19,39,74,76,75,19,255,255,255,255,255,255,136,,,,,,,,0,健康,,,0,0,0
90,孙叔敖,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,74,58,79,89,84,384,100,1277,男,150,130,229,自然死,90,,,,,1,97,,,,,,,,,,,,Ｂ,Ｂ,Ｃ,Ｃ,Ｓ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,道理,情理坚定,普通,能力,冷静,冷静,谦逊,普通,地方统一,重视,0,97,115,115,255,115,115,255,255,255,255,255,255,736,,,,,,,,0,健康,,,0,0,0
91,申公巫臣,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,67,66,88,78,73,372,100,1278,男,150,130,229,自然死,91,,,,,1,104,,,,,,,,,,,,Ｃ,Ｂ,Ｃ,Ｃ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,指导,时节,无情义,普通,能力,刚胆,刚胆,普通,普通,州统一,漫不经心,0,39,43,37,255,116,116,255,255,255,255,255,255,688,,,,,,,,0,健康,,,0,0,0
92,养由基,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,71,89,61,37,75,333,100,1279,男,150,130,229,不自然死,92,,,,,1,99,,,,,,,,,,,,Ｃ,Ｃ,Ｓ,Ｃ,Ｃ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,时节,情理坚定,较低,实绩,猪突,莽撞,普通,普通,州统一,重视,0,3,19,102,4,102,103,20,255,255,255,255,255,648,,,,,,,,0,健康,,,0,0,0
93,申包胥,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,58,63,71,74,85,351,100,1280,男,150,130,229,自然死,93,,,,,1,102,伍员,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,不屈,故事,不会背叛,较低,义理,冷静,冷静,丁宁,普通,现状维持,重视,0,88,88,115,11,115,115,255,255,255,255,255,255,704,,,,,,,,0,健康,,,0,0,0
94,沈尹戌,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,82,70,84,79,80,395,100,1296,男,180,160,259,不自然死,86,,,,,3,100,,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ｃ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,不屈,故事,不会背叛,普通,能力,冷静,冷静,丁宁,普通,地方统一,重视,0,39,102,92,255,93,92,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
95,成得臣,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,83,76,56,51,57,323,100,1281,男,150,130,229,不自然死,95,,,,,1,101,,,,,,,,,,,,Ａ,Ｓ,Ａ,Ｂ,Ｂ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,怒发,时节,情理坚定,普通,能力,猪突,莽撞,豪放,普通,地方统一,临机应变,0,43,97,93,76,93,94,255,255,255,3,255,255,552,,,,,,,,0,健康,,,0,0,0
96,昭阳,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,78,62,68,70,76,354,100,1282,男,210,190,289,自然死,86,,,,,5,98,,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ｃ,Ａ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,,故事,情理坚定,普通,能力,刚胆,刚胆,普通,普通,地方统一,漫不经心,0,76,20,101,255,103,101,255,255,255,255,255,255,672,,,,,,,,0,健康,,,0,0,0
97,昭雎,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,59,59,79,78,66,341,100,1283,男,150,130,229,自然死,97,,,,,1,98,张仪,,,,,,,,,,,Ｃ,Ｂ,Ｂ,Ｃ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,,道理,情理坚定,普通,能力,冷静,冷静,殷勤,普通,州统一,重视,0,43,75,106,255,106,106,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
98,关羽,刘备,刘备,永安,永安,一般,,120,2000,83,103,65,42,85,378,100,2,男,150,130,229,不自然死,98,,,,,1,75,刘备,张飞,张辽,徐晃,,,,,,,,Ａ,Ｓ,Ｂ,Ｂ,Ｃ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,神将,时节,不会背叛,普通,义理,刚胆,刚胆,关羽,重视,中华统一,漫不经心,0,2,2,2,255,2,2,255,255,255,2,255,47,744,,,,,,,,0,健康,,,0,0,0
99,陈轸,,,江陵,江陵,未发现,,0,0,24,33,91,72,59,279,100,1284,男,150,130,229,自然死,99,,,,,1,104,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,诡计,时节,普通,普通,能力,冷静,冷静,普通,普通,现状维持,漫不经心,0,88,75,97,255,97,97,255,255,255,255,255,255,248,,,,,,,,0,健康,,,0,0,0
100,屈平,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,35,37,75,76,96,319,100,1285,男,150,130,229,不自然死,100,,,,,1,100,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,诗想,道理,不会背叛,普通,义理,刚胆,刚胆,丁宁,重视,地方统一,重视,0,116,45,116,255,116,45,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
101,黄歇,楚熊侣,楚熊侣,江陵,江陵,一般,,120,2000,50,52,83,76,91,352,100,1286,男,150,130,229,不自然死,101,,,,,1,97,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,名声,道理,情理坚定,较高,义理,冷静,冷静,尊大,普通,地方统一,临机应变,0,97,75,116,255,107,107,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
